Mod:Item:MetaData, Localized Name
minecraft:potion:8262, Poção da Visão Noturna
minecraft:potion:16422, Arremessável Poção da Visão Noturna
minecraft:potion:16454, Arremessável Poção da Visão Noturna
minecraft:potion:8232, Poção da Fraqueza
minecraft:potion:8264, Poção da Fraqueza
minecraft:potion:16424, Arremessável Poção da Fraqueza
minecraft:potion:16456, Arremessável Poção da Fraqueza
minecraft:potion:8201, Poção da Força
minecraft:potion:8233, Poção da Força
minecraft:potion:8265, Poção da Força
minecraft:potion:16393, Arremessável Poção da Força
minecraft:potion:16425, Arremessável Poção da Força
minecraft:potion:16457, Arremessável Poção da Força
minecraft:potion:8234, Poção da Lentidão
minecraft:potion:8266, Poção da Lentidão
minecraft:potion:16426, Arremessável Poção da Lentidão
minecraft:potion:16458, Arremessável Poção da Lentidão
minecraft:potion:8268, Poção de Dano
minecraft:potion:8236, Poção de Dano
minecraft:potion:16460, Arremessável Poção de Dano
minecraft:potion:16428, Arremessável Poção de Dano
minecraft:potion:8237, Poção de Respiração Aquática
minecraft:potion:8269, Poção de Respiração Aquática
minecraft:potion:16429, Arremessável Poção de Respiração Aquática
minecraft:potion:16461, Arremessável Poção de Respiração Aquática
minecraft:potion:8238, Poção da Invisibilidade
minecraft:potion:8270, Poção da Invisibilidade
minecraft:potion:16430, Arremessável Poção da Invisibilidade
minecraft:potion:16462, Arremessável Poção da Invisibilidade
minecraft:glass_bottle, Frasco de Vidro
minecraft:spider_eye, Olho de Aranha
minecraft:fermented_spider_eye, Olho de Aranha Fermentado
minecraft:blaze_powder, Pó de Blaze
minecraft:magma_cream, Creme de Magma
minecraft:brewing_stand, Suporte de Poções
minecraft:cauldron, Caldeirão
minecraft:ender_eye, Olho do Fim
minecraft:speckled_melon, Melancia Reluzente
minecraft:spawn_egg:50, Invocar Creeper
minecraft:spawn_egg:51, Invocar Esqueleto
minecraft:spawn_egg:52, Invocar Aranha
minecraft:spawn_egg:54, Invocar Zumbi
minecraft:spawn_egg:55, Invocar Slime
minecraft:spawn_egg:56, Invocar Ghast
minecraft:spawn_egg:57, Invocar Homem-porco Zumbi
minecraft:spawn_egg:58, Invocar Enderman
minecraft:spawn_egg:59, Invocar Aranha da Caverna
minecraft:spawn_egg:60, Invocar Traça
minecraft:spawn_egg:61, Invocar Blaze
minecraft:spawn_egg:62, Invocar Cubo de Magma
minecraft:spawn_egg:65, Invocar Morcego
minecraft:spawn_egg:66, Invocar Bruxa
minecraft:spawn_egg:90, Invocar Porco
minecraft:spawn_egg:91, Invocar Ovelha
minecraft:spawn_egg:92, Invocar Vaca
minecraft:spawn_egg:93, Invocar Galinha
minecraft:spawn_egg:94, Invocar Lula
minecraft:spawn_egg:95, Invocar Lobo
minecraft:spawn_egg:96, Invocar Coguvaca
minecraft:spawn_egg:98, Invocar Jaguatirica
minecraft:spawn_egg:100, Invocar Cavalo
minecraft:spawn_egg:120, Invocar Aldeão
minecraft:spawn_egg:6396, Invocar Demon
minecraft:spawn_egg:6397, Invocar Mandrake
minecraft:spawn_egg:6398, Invocar Treefyd
minecraft:spawn_egg:6399, Invocar Horned Huntsman
minecraft:spawn_egg:6400, Invocar Ent
minecraft:spawn_egg:6401, Invocar Owl
minecraft:spawn_egg:6402, Invocar Toad
minecraft:spawn_egg:6403, Invocar Baba Yaga
minecraft:spawn_egg:6404, Invocar Coven Witch
minecraft:spawn_egg:6405, Invocar Nightmare
minecraft:spawn_egg:6406, Invocar Spectre
minecraft:spawn_egg:6407, Invocar Poltergeist
minecraft:spawn_egg:6408, Invocar Banshee
minecraft:spawn_egg:6409, Invocar Spirit
minecraft:spawn_egg:6410, Invocar Death
minecraft:spawn_egg:6411, Invocar Witch Hunter
minecraft:spawn_egg:6412, Invocar Lord of Torment
minecraft:spawn_egg:6413, Invocar Flame Imp
minecraft:spawn_egg:6414, Invocar Minedrake
minecraft:spawn_egg:6415, Invocar Hobgoblin
minecraft:spawn_egg:6416, Invocar Mog
minecraft:spawn_egg:6417, Invocar Gulg
minecraft:spawn_egg:6418, Invocar Shade of Leonard
minecraft:spawn_egg:6419, Invocar Lost Soul
minecraft:spawn_egg:6420, Invocar Werewolf
minecraft:spawn_egg:6421, Invocar Hellhound
minecraft:spawn_egg:6422, Invocar Villager
minecraft:spawn_egg:6423, Invocar Guard
minecraft:spawn_egg:6424, Invocar Vampire
minecraft:spawn_egg:6425, Invocar Lilith
minecraft:spawn_egg:6426, Invocar Winged Monkey
minecraft:spawn_egg:6427, Invocar Reflection
minecraft:spawn_egg:176, Invocar entity.Rock.name
minecraft:experience_bottle, Frasco de Encantamentos
minecraft:fire_charge, Bola de Fogo
minecraft:writable_book, Pena e Livro
minecraft:written_book, Livro Escrito
minecraft:emerald, Esmeralda
minecraft:item_frame, Moldura
minecraft:flower_pot, Vaso de Flor
minecraft:carrot, Cenoura
minecraft:potato, Batata
minecraft:baked_potato, Batata Assada
minecraft:poisonous_potato, Batata Venenosa
minecraft:map, Mapa em Branco
minecraft:golden_carrot, Cenoura Dourada
minecraft:skull:0, Crânio de Esqueleto
minecraft:skull:1, Crânio de Esqueleto Wither
minecraft:skull:2, Cabeça de Zumbi
minecraft:skull:3, Cabeça
minecraft:skull:4, Cabeça de Creeper
minecraft:carrot_on_a_stick, Cenoura no Palito
minecraft:nether_star, Estrela do Nether
minecraft:pumpkin_pie, Torta de Abóbora
minecraft:fireworks, Fogos de Artifício
minecraft:firework_charge, Estrela de Fogos de Artifício
minecraft:enchanted_book, Livro Encantado
minecraft:comparator, Comparador de Redstone
minecraft:netherbrick, Tijolo do Nether
minecraft:quartz, Quartzo do Nether
minecraft:tnt_minecart, Carrinho com Dinamite
minecraft:hopper_minecart, Carrinho com Funil
IC2:blockRubber, ic2.blockRubber.name
IC2:blockFenceIron, ic2.blockFenceIron.name
IC2:blockAlloy, ic2.blockAlloy.name
IC2:blockBasalt, ic2.blockBasalt.name
IC2:blockAlloyGlass, ic2.blockAlloyGlass.name
IC2:blockDoorAlloy, tile.blockDoorAlloy.name
IC2:blockReinforcedFoam, ic2.blockReinforcedFoam.name
IC2:blockFoam, ic2.blockFoam.name
minecraft:iron_horse_armor, Armadura de Ferro para Cavalo
minecraft:golden_horse_armor, Armadura de Ouro para Cavalo
minecraft:diamond_horse_armor, Armadura de Diamante para Cavalo
minecraft:lead, Laço
minecraft:name_tag, Etiqueta
minecraft:command_block_minecart, Carrinho com Bloco de Comando
IC2:blockWall, ic2.blockWall.name
IC2:blockScaffold, ic2.blockScaffold.name
IC2:blockIronScaffold, ic2.blockIronScaffold.name
IC2:blockMetal:0, Bloco de bronze
IC2:blockMetal:1, Bloco de estanho
IC2:blockMetal:2, Bloco de bronze
IC2:blockMetal:3, Bloco de urânio
IC2:blockMetal:4, Bloco de chumbo
IC2:blockMetal:5, Steel Block
IC2:blockCable, ic2.blockCable.name
IC2:blockKineticGenerator:0, Moinho de Vento Cinético
IC2:blockKineticGenerator:1, Gerador de Vapor Cinético
IC2:blockKineticGenerator:2, Electric Kinetic Generator
IC2:blockKineticGenerator:3, Manual Kinetic Generator
IC2:blockKineticGenerator:4, Gerador de Água Cinético
IC2:blockKineticGenerator:5, Stirling Kinetic Generator
IC2:blockHeatGenerator:0, Gerador de Calor por Sólidos
IC2:blockHeatGenerator:1, Gerador de Calor por Líquidos
IC2:blockHeatGenerator:2, Gerador de Calor por Amostras Radioscópicas
IC2:blockHeatGenerator:3, Gerador de Calor Elétrico
IC2:blockGenerator:0, Gerador
IC2:blockGenerator:1, Gerador geotérmico
IC2:blockGenerator:2, Moinho de água
IC2:blockGenerator:3, Painel solar
IC2:blockGenerator:4, Moinho de vento
IC2:blockGenerator:5, Reator nuclear
IC2:blockGenerator:6, Gerador Termoelétrico Radioscópico
IC2:blockGenerator:7, Gerador Semifluido
IC2:blockGenerator:8, Stirling Generator
IC2:blockGenerator:9, Gerador Cinético de Energia
IC2:blockReactorChamber, ic2.blockReactorChamber.name
IC2:blockReactorFluidPort, ic2.blockReactorFluidPort.name
IC2:blockReactorAccessHatch, ic2.blockReactorAccessHatch.name
IC2:blockReactorRedstonePort, ic2.blockReactorRedstonePort.name
IC2:blockreactorvessel, ic2.blockreactorvessel.name
IC2:blockElectric:3, LV-Transformador
IC2:blockElectric:4, MV-Transformador
IC2:blockElectric:5, HV-Transformador
IC2:blockElectric:6, EV-Transformador
IC2:blockElectric:0, Caixa de baterias
IC2:blockElectric:7, CESU
IC2:blockElectric:1, MFE
IC2:blockElectric:2, MFSU
IC2:blockElectric:0, Caixa de baterias
IC2:blockElectric:7, CESU
IC2:blockElectric:1, MFE
IC2:blockElectric:2, MFSU
IC2:blockChargepad:0, Bloco de Carregar (BatBox)
IC2:blockChargepad:1, Bloco de Carregar (CESU)
IC2:blockChargepad:2, Bloco de Carregar (MFE)
IC2:blockChargepad:3, Bloco de Carregar (MFSU)
IC2:blockChargepad:0, Bloco de Carregar (BatBox)
IC2:blockChargepad:1, Bloco de Carregar (CESU)
IC2:blockChargepad:2, Bloco de Carregar (MFE)
IC2:blockChargepad:3, Bloco de Carregar (MFSU)
IC2:blockMachine:0, Carcaça da máquina básica
IC2:blockMachine:1, Fornalha de ferro
IC2:blockMachine:2, Fornalha elétrica
IC2:blockMachine:3, Triturador
IC2:blockMachine:4, Extrator
IC2:blockMachine:5, Compressor
IC2:blockMachine:6, Maquina de conservas
IC2:blockMachine:7, Minerador
IC2:blockMachine:8, Bomba
IC2:blockMachine:9, Magnetizador
IC2:blockMachine:10, Eletrolizador
IC2:blockMachine:11, Reciclador
IC2:blockMachine:12, Carcaça da máquina avançada
IC2:blockMachine:13, Forno de indução
IC2:blockMachine:14, Fabricador de massa
IC2:blockMachine:15, Transformador de Bioma
IC2:blockMachine2:0, Teletransportador
IC2:blockMachine2:1, Bobina de tesla
IC2:blockMachine2:2, Crop-Matron
IC2:blockMachine2:3, Centrifugador térmico
IC2:blockMachine2:4, Formador de Metal
IC2:blockMachine2:5, Máquina de Lavagem de Minérios
IC2:blockMachine2:6, Padrão de armazenamento
IC2:blockMachine2:7, Examinador
IC2:blockMachine2:8, Replicador
IC2:blockMachine2:9, Maquina de Conservas Sólidas
IC2:blockMachine2:10, Engarrafador de Liquidos
IC2:blockMachine2:11, Minerador Avançado
IC2:blockMachine2:12, Trocador de Calor Liquido
IC2:blockMachine2:13, Fermentador
IC2:blockMachine2:14, Regulador de Fluidos
IC2:blockMachine2:15, Condensador
IC2:blockMachine3:0, Gerador de Vapor
IC2:blockMachine3:1, Fornalha Industrial
IC2:blockMachine3:2, Deformador e Cortador de Blocos
IC2:blockMachine3:3, Destilador Solar
IC2:blockMachine3:4, Distribuidor de Fluidos
IC2:blockMachine3:5, Máquina de Classificação e Organização
IC2:blockMachine3:6, Tampão de Itens
IC2:blockMachine3:7, Crop Harvester
IC2:blockMachine3:8, Turning Table
IC2:blockLuminatorDark, ic2.blockLuminatorDark.name
IC2:blockLuminator, ic2.blockLuminator.name
IC2:blockMiningPipe, ic2.blockMiningPipe.name
IC2:blockMiningTip, ic2.blockMiningTip.name
IC2:blockPersonal:0, Cofre pessoal
IC2:blockPersonal:1, Trade-O-Mat
IC2:blockPersonal:2, Energy-O-Mat
IC2:blockITNT, ic2.blockITNT.name
IC2:blockNuke, ic2.blockNuke.name
IC2:blockDynamite, ic2.blockDynamite.name
IC2:blockDynamiteRemote, ic2.blockDynamiteRemote.name
IC2:blockCrop, ic2.blockCrop.name
IC2:blockBarrel, ic2.blockBarrel.name
IC2:fluidUuMatter, ic2.fluidUuMatter.name
IC2:fluidConstructionFoam, ic2.fluidConstructionFoam.name
IC2:fluidCoolant, ic2.fluidCoolant.name
IC2:fluidHotCoolant, ic2.fluidHotCoolant.name
IC2:fluidPahoehoeLava, ic2.fluidPahoehoeLava.name
IC2:fluidBiomass, ic2.fluidBiomass.name
IC2:fluidBiogas, ic2.fluidBiogas.name
IC2:fluidDistilledWater, ic2.fluidDistilledWater.name
IC2:fluidSuperheatedSteam, ic2.fluidSuperheatedSteam.name
IC2:fluidSteam, ic2.fluidSteam.name
IC2:fluidHotWater, ic2.fluidHotWater.name
Forestry:core:0, Analisador
Forestry:core:1, Escrivaninha
Forestry:soil:0, Húmus
Forestry:soil:1, Terra do Pântano
Forestry:resources:0, Minério de Apatita
Forestry:resources:1, Minério de Cobre
Forestry:resources:2, Minério de Estanho
Forestry:resourceStorage:0, Bloco de Apatita
Forestry:resourceStorage:1, Bloco de Cobre
Forestry:resourceStorage:2, Bloco de Estanho
Forestry:resourceStorage:3, Bloco de Bronze
Forestry:fluid.bioethanol, Etanol
Forestry:fluid.biomass, Biomassa
Forestry:fluid.glass, Vidro Líquido
Forestry:fluid.honey, Mel
Forestry:fluid.ice, Gelo Picado
Forestry:fluid.juice, Suco de Fruta
Forestry:fluid.milk, Leite
Forestry:fluid.seedoil, Óleo Vegetal
Forestry:fluid.short.mead, Hidromel
Forestry:fluid.mead, Mead
Forestry:apiculture:0, Apiário
Forestry:apiculture:2, Colméia
Forestry:apicultureChest:0, Baú do Apiarista
Forestry:beehives:1, Colméia da Floresta
Forestry:beehives:2, Colméia dos Prados
Forestry:beehives:3, Colméia Modesta
Forestry:beehives:4, Colméia Tropical
Forestry:beehives:6, Colméia Invernal
Forestry:beehives:7, Colméia do Alagadiço
Forestry:candle:0, Vela Apagada
Forestry:stump:0, Toco de Vela
Forestry:alveary:0, Apiaryum
Forestry:alveary:2, Enxame
Forestry:alveary:3, Apiaryum, Ventilador
Forestry:alveary:4, Apiaryum, Aquecedor
Forestry:alveary:5, Apiaryum, Hidroregulador
Forestry:alveary:6, Apiaryum, Estabilizador
Forestry:alveary:7, Apiaryum, Peneira
Forestry:logs:0, Madeira de Larício
Forestry:logs:1, Madeira de Teca
Forestry:logs:2, Madeira de Acacia
Forestry:logs:3, Madeira de Lima
Forestry:logs:4, Madeira de Castanha
Forestry:logs:5, Madeira de Wengué
Forestry:logs:6, Madeira de Baobá
Forestry:logs:7, Madeira de Sequóia
Forestry:logs:8, Madeira de Sumaúma
Forestry:logs:9, Madeira de Ébano
Forestry:logs:10, Madeira de Mógno
Forestry:logs:11, Madeira de Balsa
Forestry:logs:12, Madeira de Salgueiro
Forestry:logs:13, Madeira de Nogueira
Forestry:logs:14, Madeira de Coração-Verde
Forestry:logs:15, Madeira de Cereja
Forestry:logs:16, Madeira de Pau-de-Sebo
Forestry:logs:17, Madeira de Álamo
Forestry:logs:18, Madeira de Palmeira
Forestry:logs:19, Madeira de Mamão
Forestry:logs:20, Madeira de Pinho
Forestry:logs:21, Madeira de Ameixa
Forestry:logs:22, Madeira de Bordo
Forestry:logs:23, Madeira de Citros
Forestry:logs:24, Madeira de Sequóia Gigante
Forestry:logs:25, Madeira de Ipê
Forestry:logs:26, Madeira de Pau-Brasil
Forestry:logs:27, Madeira de Cocobolo
Forestry:logs:28, Madeira de Zebrano
Forestry:planks:0, Placas de Madeira de Larício
Forestry:planks:1, Placas de Madeira de Teca
Forestry:planks:2, Placas de Madeira de Acacia
Forestry:planks:3, Placas de Madeira de Lima
Forestry:planks:4, Placas de Madeira de Castanha
Forestry:planks:5, Placas de Madeira de Wengué
Forestry:planks:6, Placas de Madeira de Baobá
Forestry:planks:7, Placas de Madeira de Sequóia
Forestry:planks:8, Placas de Madeira de Sumaúma
Forestry:planks:9, Placas de Madeira de Ébano
Forestry:planks:10, Placas de Madeira de Mógno
Forestry:planks:11, Placas de Madeira de Balsa
Forestry:planks:12, Placas de Madeira de Salgueiro
Forestry:planks:13, Placas de Madeira de Nogueira
Forestry:planks:14, Placas de Madeira de Coração-Verde
Forestry:planks:15, Placas de Madeira de Cereja
Forestry:planks:16, Placas de Madeira de Pau-de-Sebo
Forestry:planks:17, Placas de Madeira de Álamo
Forestry:planks:18, Placas de Madeira de Palmeira
Forestry:planks:19, Placas de Madeira de Mamão
Forestry:planks:20, Placas de Madeira de Pinho
Forestry:planks:21, Placas de Madeira de Ameixa
Forestry:planks:22, Placas de Madeira de Bordo
Forestry:planks:23, Placas de Madeira de Citros
Forestry:planks:24, Placas de Madeira de Sequóia Gigante
Forestry:planks:25, Placas de Madeira de Ipê
Forestry:planks:26, Placas de Madeira de Pau-Brasil
Forestry:planks:27, Placas de Madeira de Cocobolo
Forestry:planks:28, Placas de Madeira de Zebrano
Forestry:slabs:0, Lajes de Madeira de Larício
Forestry:slabs:1, Lajes de Madeira de Teca
Forestry:slabs:2, Lajes de Madeira de Acacia
Forestry:slabs:3, Lajes de Madeira de Lima
Forestry:slabs:4, Lajes de Madeira de Castanha
Forestry:slabs:5, Lajes de Madeira de Wengué
Forestry:slabs:6, Lajes de Madeira de Baobá
Forestry:slabs:7, Lajes de Madeira de Sequóia
Forestry:slabs:8, Lajes de Madeira de Sumaúma
Forestry:slabs:9, Lajes de Madeira de Ébano
Forestry:slabs:10, Lajes de Madeira de Mógno
Forestry:slabs:11, Lajes de Madeira de Balsa
Forestry:slabs:12, Lajes de Madeira de Salgueiro
Forestry:slabs:13, Lajes de Madeira de Nogueira
Forestry:slabs:14, Lajes de Madeira de Coração-Verde
Forestry:slabs:15, Lajes de Madeira de Cereja
Forestry:slabs:16, Lajes de Madeira de Pau-de-Sebo
Forestry:slabs:17, Lajes de Madeira de Álamo
Forestry:slabs:18, Lajes de Madeira de Palmeira
Forestry:slabs:19, Lajes de Madeira de Mamão
Forestry:slabs:20, Lajes de Madeira de Pinho
Forestry:slabs:21, Lajes de Madeira de Ameixa
Forestry:slabs:22, Lajes de Madeira de Bordo
Forestry:slabs:23, Lajes de Madeira de Citros
Forestry:slabs:24, Lajes de Madeira de Sequóia Gigante
Forestry:slabs:25, Lajes de Madeira de Ipê
Forestry:slabs:26, Lajes de Madeira de Pau-Brasil
Forestry:slabs:27, Lajes de Madeira de Cocobolo
Forestry:slabs:28, Lajes de Madeira de Zebrano
Forestry:fences:0, Cerca de Larício
Forestry:fences:1, Cerca de Teca
Forestry:fences:2, Cerca de Acacia
Forestry:fences:3, Cerca de Lima
Forestry:fences:4, Cerca de Castanha
Forestry:fences:5, Cerca de Wengué
Forestry:fences:6, Cerca de Baobá
Forestry:fences:7, Cerca de Sequóia
Forestry:fences:8, Cerca de Sumaúma
Forestry:fences:9, Cerca de Ébano
Forestry:fences:10, Cerca de Mógno
Forestry:fences:11, Cerca de Balsa
Forestry:fences:12, Cerca de Salgueiro
Forestry:fences:13, Cerca de Nogueira
Forestry:fences:14, Cerca de Coração-Verde
Forestry:fences:15, Cerca de Cereja
Forestry:fences:16, Cerca de Pau-de-Sebo
Forestry:fences:17, Cerca de Álamo
Forestry:fences:18, Cerca de Palmeira
Forestry:fences:19, Cerca de Mamão
Forestry:fences:20, Cerca de Pinho
Forestry:fences:21, Cerca de Ameixa
Forestry:fences:22, Cerca de Bordo
Forestry:fences:23, Cerca de Citros
Forestry:fences:24, Cerca de Sequóia Gigante
Forestry:fences:25, Cerca de Ipê
Forestry:fences:26, Cerca de Pau-Brasil
Forestry:fences:27, Cerca de Cocobolo
Forestry:fences:28, Cerca de Zebrano
Forestry:stairs:0, Escadas de Madeira de Larício
Forestry:stairs:1, Escadas de Madeira de Teca
Forestry:stairs:2, Escadas de Madeira de Acacia
Forestry:stairs:3, Escadas de Madeira de Lima
Forestry:stairs:4, Escadas de Madeira de Castanha
Forestry:stairs:5, Escadas de Madeira de Wengué
Forestry:stairs:6, Escadas de Madeira de Baobá
Forestry:stairs:7, Escadas de Madeira de Sequóia
Forestry:stairs:8, Escadas de Madeira de Sumaúma
Forestry:stairs:9, Escadas de Madeira de Ébano
Forestry:stairs:10, Escadas de Madeira de Mógno
Forestry:stairs:11, Escadas de Madeira de Balsa
Forestry:stairs:12, Escadas de Madeira de Salgueiro
Forestry:stairs:13, Escadas de Madeira de Nogueira
Forestry:stairs:14, Escadas de Madeira de Coração-Verde
Forestry:stairs:15, Escadas de Madeira de Cereja
Forestry:stairs:16, Escadas de Madeira de Pau-de-Sebo
Forestry:stairs:17, Escadas de Madeira de Álamo
Forestry:stairs:18, Escadas de Madeira de Palmeira
Forestry:stairs:19, Escadas de Madeira de Mamão
Forestry:stairs:20, Escadas de Madeira de Pinho
Forestry:stairs:21, Escadas de Madeira de Ameixa
Forestry:stairs:22, Escadas de Madeira de Bordo
Forestry:stairs:23, Escadas de Madeira de Citros
